,da_name,lat_name,eng_name,group_name,class_name,order_name,family_name,text
125,Stor frylte,Luzula sylvatica,Great Wood-rush,Græsser og siv,Enkimbladet,Sivordenen,Sivfamilien,"Stor Frytle er en lav græslignende plante med brede mørkegrønne blade. Den vokser i tuer. Planten er flerårig og stedsegrøn. Blomstringen sker i maj og juni. Stor Frytle findes især i Østdanmark og i Østjylland, hvor den vokser i løvskove på næringsrig muld. Blade Bladene er op til 1 cm brede. De er grønne om vinteren. Begge sider af bladene er mørkegrønne. Langs bladranden ses tre rækker hår. Frugter og blomster Blomsterne sidder på lange stilke, som stritter ud fra akset. Frøkapslerne er brune. De rummer tre store lysebrune frø. Frøene spredes af myrer. Blomsterstænglerne hæver sig højt op. Blomsterne har tre kronblade. Hvad bruges stor frylte til? Stor frytle bruges som staude i haver og parker."
126,Stor nælde (Brændenælde),Urtica dioica,Common Nettle,Urter,Tokimbladet,Nældeordenen,Nældefamilien,"Stor nælde kaldes også brændenælde, fordi planten er fuld af små hår, som svider på huden, når man rører ved dem. Brændenælder har både han- og hunplanter. Brændenælder vokser overalt i Danmark, på god jord med rigelig gødning. Blade, blomster og frugter Bladene er formet som aflange savtakkede hjerter. De har brændehår overalt. Hvis hårene brækker af, vil der strømme lidt syre ud, som svider på huden. Brændenælde har små grå blomster, som sidder helt inde ved stænglen, hvor bladene starter. Hanblomsterne sidder på hanplanter og hunblomster på hunplanter. Brændenældens frugt ligner et lille æg.  "
127,Strandarve,Honckenya peploides,Sea sandwort,Urter,Tokimbladet,Nellikeordenen,Nellikefamilien,"Strandarve er meget almindelig ved kyster på strandbredder, strandvolde, klipper og i klitter overalt i Danmark. Planten tåler både at være dækket af sand og bølgesprøjt. Strandarve danner ofte meget tætte bestande med rodslående udløbere, som binder sand og dermed kan forhindre sandflugt. Stængel og blade Urtens stængel er tyk med korsvis placerede modsatte blade. Bladene er tykke og kødfulde samt ægformede og spidse. Planten er normalt gulgrøn. Blomster og frugter Strandarvens blomster er hvide eller grønne og enten hanlige eller hunlige. De små blomster sidder enkeltvis eller få sammen i toppen af skuddene. Urtens frugt er en rund, treklappet kapsel med store brune frø, der kan flyde."
128,Strandkamille,Tripleurospermum maritimum,Sea mayweed,Urter,Tokimbladet,Kurvblomstordenen,Kurvblomstfamilien,"Strandkamille er ret almindelig i det meste af Danmark, men findes dog kun hist og her i Vestjylland. Urten vokser på strandvolde, strandbredder, klipper, klinter og i klitter. Stængel og blade Strandkamille er en nedliggende til opret plante med glatte, grenede og rødbrune stængler. Bladene sidder spredt, er kødfulde og 2-3 gange fjersnitdelte med smalle, korte flige. Blomster og frugter Urten har kurvblomster, der sidder enkeltvis på lange stilke. Kurvene består af hvide, tungeformede randblomster og gule, rørformede skiveblomster. Strandkamilles frugt er en nød med et frø."
129,Strandmalurt,Artemisia maritima,Sea wormwood,Urter,Tokimbladet,Kurvblomstordenen,Kurvblomstfamilien,"Strandmalurt vokser på næringsrig og saltholdig jordbund på strandvolde, diger, opskyllet tang og strandenge. Urten er temmelig almindelig ved Vadehavet og de indre danske kyster, men findes ikke i resten af landet. Malurt kan danne tætte bestande med skud fra jordstænglerne. Stængel og blade Stænglen er grenet med 2-3 gange fjersnitdelte blade med linieformede afsnit/flige. Planten er desuden hvidfiltet og har en aromatisk duft. Blomster og frugter Strandmalurts blomster sidder få sammen i kurve, der er samlet i klaser eller en top. Blomsterne har filthårede og bløde svøbblade samt orangegule eller gulgrønne, rørformede kroner. Der er kun få blomster i hver kurv, og normalt er der også kun en enkelt eller få frugter i hver kurv. Frugten er en lille nød."
130,Spydmælde,Atriplex prostrata,Spear-leaved orache,Urter,Tokimbladet,Nellikeordenen,Salturtfamilien,"Spydmælde findes ofte på stransenge, i strandrørssumpe og på strandbredder langs de danske kyster. Planten vokser desuden på saltholdig jordbund inde i landet og på dyrket jord. Stængel og blade Spydmældens stængel er kantet og kraftigt rillet eller stribet. Planten er enten nedliggende eller opret. De nederste blade er trekantede og spyd- eller pilformede med to flige. Randen er hel eller tandet. De øvre blade er lancetformede. Bladene sidder spredt. Blomster og frugter Urtens blomster sidder i nøgler, der er samlet i aks. Blomsterne er små, grønlige og enten hanlige eller hunlige. Hver plante har dog blomster af begge køn på sig. Frugten er en nød med et frø."
131,Strandsennep,Cakile maritima,European searocket,Urter,Tokimbladet,Korsblomstordenen,Korsblomstfamilien,"Strandsennep kan danne ret store, sammenhængende bevoksninger på stranden og er almindelig i hele Danmark. Urten voksen normalt på sandede og tanggøede strandbredder samt på kystklipper og i klitter. Stængel og blade Strandsennep har blågrønne stængler, der er grenede og nedliggende til opstigende. Bladene er fjersnitdelte og kødfulde med smalle flige. Bladene kan dog variere i udseende (se vidste du det). Blomster og frugter Urtens blomster er violette og vellugtende. De har fire kronblade, der danner et kors, og er desuden samlet i små klaser. Frugterne er grønne skulper med to led, hvoraf det øverste falder af, mens det nederste bliver siddende på planten. Skulperne indeholder kun 1-2 frø hver."
132,Strandvejbred,Plantago maritima,Sea plantain,Urter,Tokimbladet,Læbeblomstordenen,Vejbredfamilien,"Strandvejbred vokser på strandenge, strandklipper, tørre overdrev ved stranden, strandbredder og af og til i sandede vejkanter. Urten er almindeligt udbredt i Danmark. Blade og stængel Strandvejbred er en grågrøn plante med en roset af smalle, linieformede blade. Bladene er glatte og ret kødfulde. Fra bladrosetten udgår der lange, bladløse stængler eller blomsterskafter. Blomster og frugter Urtens blomster er små og brune eller grønlige med gule støvknapper og lange støvtråde. Blomsterne er samlet i tætte, 3-7 cm lange aks. Frugten er en buddike med 2-4 frø."
133,Sukkertang,Sacharina latissima,Sea Belt,Alger,Brunalger,Laminariales,Laminariaceae,"Sukkertang er en ret almindelig alge i de fleste danske farvande. Brunalgen kan danne tætte undersøiske bevoksninger og ses desuden tit skyllet op på stranden. Krav til levesteder I områder med høj saltholdighed i vandet findes planten på ned til 1 meter dybt vand. I vand med meget lav saltholdighed kan planten findes på op til 15 meters dybde. Kendetegn Sukkertang har lige som de to andre danske arter af bladtang (fingertang og palmetang) en bladplade med en stilk og hæfterødder, som sidder fast på sten og skaller. Sukkertangens bladplade er båndformet og bølget, og stilken er ret kort."
134,Svømmende vandaks,Potamogeton natans,Curly-leaf pondweed,Urter,Brunalger,Laminariales,Laminariaceae,"Sukkertang er en ret almindelig alge i de fleste danske farvande. Brunalgen kan danne tætte undersøiske bevoksninger og ses desuden tit skyllet op på stranden. Krav til levesteder I områder med høj saltholdighed i vandet findes planten på ned til 1 meter dybt vand. I vand med meget lav saltholdighed kan planten findes på op til 15 meters dybde. Kendetegn Sukkertang har lige som de to andre danske arter af bladtang (fingertang og palmetang) en bladplade med en stilk og hæfterødder, som sidder fast på sten og skaller. Sukkertangens bladplade er båndformet og bølget, og stilken er ret kort."
135,Tagrør,Phragmites australis,Common reed,Græsser og siv,Enkimbladet,Græsordenen,Græsfamilien,"Tagrør er en meget almindelig plante. Den trives på våd, næringsrig bund i 50-150 cm dybt vand ved søbredder, vandløb, i moser, grøfter, på strandenge og i brakvand. Tagrør danner ofte tætte bevoksninger eller rørskove. Blade, blomster og frugter Bladene er flade, kraftige, ru og grågrønne. Blomsterstanden er en stor top, der består af småaks. Hvert småaks har ca. 5 blomster, hvidglinsende hår og er violette. Frugterne er også hårede. De spredes af vinden. Overvintring Om efteråret visner eller dør bladene på tagrørsplanterne. Men til foråret dannes der nye skud fra jordstænglerne, hvor planten har gemt næringsstoffer."
136,Thuja (kæmpethuja),Thuja plicata,Western red cedar,Træer,Tokimbladet,Stedsegrønne,Granfamilien,"Thuja er et stort nåletræ, som i sit hjemland, Canada, kan blive op til 75 meter højt. Thuja kom til Danmark i 1800-tallet, hvor det blev plantet i parker og haver. Senere er det dyrket som skovtræ i begrænset omfang. Thuja er kegleformet, og rødderne starter langt oppe på stammen. Grenene hos thuja er spredte omkring stammen. Nåle, blomster og frugter Thujas har ikke nåle men små grønne, blanke skæl med en lille hvid plet på undersiden. De små skæl ligger uden på hinanden og følger de flade skud. Han- og hunblomster findes på samme træ, men de sidder hver for sig i spidsen af små grene. Koglerne har form som små tulipanblomster. De har 6 – 8 tynde skæl. I starten er de lysegrønne, men senere bliver de brune."
137,Trævlekrone,Lychnis flos-cuculi,Ragged robin,Urter,Tokimbladet,Nellikeordenen,Nellikefamilien,"Trævlekrone er en temmelig almindelig urt i Jylland, men den findes kun spredt i resten landet. Planten vokser i kær, langs vandløb og på fugtige enge. Trævlekrone har været i stor tilbagegang på grund af opdyrkning og afvanding af enge i det danske landskab. Blade og stængel Stængelbladene er smalle og lancetformede. De sidder parvis modsatte overfor hinanden. Stænglerne er oprette og hårede. Blomster og frugter Trævlekrone er opkaldt efter plantens fligede og trævlede kronblade. Blomsterne er lyserøde og sidder i små kvaste i en top. Derudover har blomsterne honning og bestøves af bier, fluer og sommerfugle. Frugterne er kapsler med frø. Kapslerne åbner sig, så frøene drysser ud, når vinden rusker i planten."
138,Tyttebær,Vaccinium vitis-idea,Cowberry,Buske,Tokimbladet,Lyngordenen,Lyngfamilien,"Tyttebær er dværgbusk, som har grønne blade om vinteren. Planten kan danne tætte bevoksninger, fordi den spredes med underjordiske udløbere. Tyttebær er mest almindelig i lyngheder og moser samt i nåletræsplantager. Findes mest almindeligt i Midt-, Vest- og Nordjylland. Blade, blomster og frugter De små blade er skinnende, mørkegrønne med en tydelig fure i midten og mørke prikker på undersiden. I maj –juni ser man de hvid-røde klokkeformede blomster. Sidst på sommeren er bærrene først hvide, senere modnes de og bliver røde. Frøene spredes i naturen af fugle."
139,Vandmynte,Mentha aquatica,Water mint,Urter,Tokimbladet,Læbeblomstordenen,Læbeblomstfamilien,"Vandmynte er almindelig og findes i det meste af Danmark, dog mere spredt i Vestjylland. Den vokser på våd og næringsjord jordbund på enge, i moser, rørsumpe, kær, på søbredder, langs vandløb og i grøfter. Planten danner ofte tætte bestande. Blade og stængel Bladene er hårede og ægformede med savtakket bladrand. De sidder parvis modsatte (overfor hinanden). Vandmynte er desuden en opret urt med en håret, rødlig og frikantet stængel. Blomster og frugter Urtens blomsterstand sidder i enden af stænglerne eller skuddene og består af små, tragtformede blomster. Blomsterne er lyslilla og har hver fire, lange støvblade, der rager ud af blomsten. Vandmyntens frugter er spaltefrugter med fire nøddeagtige frø i hver."
140,Vandnavle,Hydrocotyle vulgaris,Water mint,Urter,Tokimbladet,Skærmplanteordenen,Vedbendfamilien,"Vandnavle er temmelig almindelig og hyppig i størstedelen af landet, især i Vestjylland. Planten vokser på våd bund på søbredder, i kær og moser. Blade og stængel Plantens blade er skjoldformede med rundtakket bladrand og en diameter på op til 4 cm. Bladstilken er fæstnet til bladundersidens midte. Vandnavle er en lav og krybende urt med lange jordstængler. Blomster og frugter Blomsterne er ret små. De er samlet i hoveder eller kranse, der sidder på få cm lange stilke. Blomsterne er røde eller hvide. Vandnavlens frugter er sammentrykte og ovale spaltefrugter med 2 frø i hver."
141,Vandpest,Elodea canadensis,Canadian waterweed,Urter,Tokimbladet,Skærmplanteordenen,Vedbendfamilien,"Vandnavle er temmelig almindelig og hyppig i størstedelen af landet, især i Vestjylland. Planten vokser på våd bund på søbredder, i kær og moser. Blade og stængel Plantens blade er skjoldformede med rundtakket bladrand og en diameter på op til 4 cm. Bladstilken er fæstnet til bladundersidens midte. Vandnavle er en lav og krybende urt med lange jordstængler. Blomster og frugter Blomsterne er ret små. De er samlet i hoveder eller kranse, der sidder på få cm lange stilke. Blomsterne er røde eller hvide. Vandnavlens frugter er sammentrykte og ovale spaltefrugter med 2 frø i hver."
142,Vandpileurt,Persicaria amphibia,Amphibious bistort,Urter,Tokimbladet,Pileurtordenen,Syrefamilien,"Vandpileurt er almindelig og hyppig i hele landet, hvor den både optræder som land- og vandplante. Urten vokser på våd eller fugtig jordbund i småsøer, damme, vandløb, ved kildevæld, på søbredder, overdrev og enge. Blade og stængel Når vandpileurt vokser i vand, har den glatte, friskgrønne og langstilkede flydeblade, der er ca. 10 cm lange og lancetformede. På land er plantens blade kortstilkede og hårede. Desuden flyder vandplantens stængler i vandet, hvorimod landplantens stængler er oprette og breder sig med underjordiske udløbere. Blomster og frugter Plantens blomster sidder i 2-5 cm lange og tætte aks. Blomsterne er små og lyserøde eller hvide med 5 kronblade og 5 mørkere støvblade. Frugten er en sortglinsende nød med 1 frø."
143,Vandspir (Hestehale),Hippuris vulgaris,Common mares tail,Urter,Tokimbladet,Vandstjerneordenen,Vandspirfamilien,"Vandspir eller hestehale er almindelig i hele Danmark. Planten vokser på lavt vand i damme, vandhuller, åer, grøfter og på søbredder. Blade og stængel På den del af planten, der rager op over vandet, er bladene smalle og linieformede og sidder i kranse med 8-12 i hver. Undervandsbladene er mere slappe og hænger. Urten danner desuden ofte tætte bestande med skud og oprette stængler fra den rodfæstede jordstængel. Blomster Urtens blomster er små og grønlige eller rødbrune. De sidder enkeltvis i bladhjørnerne, på de blade, der rager op over vandet. Blomsterne er krukkeformede og stærkt reducerede, idet de kun består af et enkelt støvblad og en enkelt griffel. De har vindbestøvning."
144,Vorterod,Ranunculus ficaria,Lesser Celandine,Urter,Tokimbladet,Ranunkelordenen,Ranunkelfamilien,"Vorterod vokser vildt på god muldjord i løvskove og krat, men den findes også i haver og parker. Planten har tidligt om foråret gule, stjerneformede blomster. De åbner sig kun i solskin. Efter blomstringen visner bladene bort. Vorterod har små kartoffelformede knolde og hvide rødder. Blade, blomster og frugter Bladene er 3-5 cm brede og hjerte- eller nyreformede. De sidder tæt sammen. Vorterod formerer sig især ved yngleknopper fra bladhjørnerne. Når planterne visner sidst på foråret, ligger yngleknopperne tilbage. De spirer i løbet af vinteren. Blomsten har tre grønlige bægerblade og 8-10 ægformede, skinnende kronblade. Planten bestøves af bier, men den danner sjældent frugter."
145,Ørnebregne,Pteridium aquilinum,"Bracken, Eagle Fern",Bregner,Karsporeplanter,Engelsødordenen,Ørnebregnefamilien,"Ørnebregnen er højere og kraftigere end andre bregnearter. Hvis man skærer stænglen over med en skarp kniv, kan man se et mønster i tværsnittet, som minder om en ørn. Det er dette mønster, der har givet planten navn. Blade Ørnebregnens blade sidder på kraftige stængler. Bladene er mørkegrønne og grove. Langs kanten af undersiden findes mange sporer, der ses som små runde prikker. Ørnebregnen er en af de ældste bregneformer på Jorden. Den kendes fra 55 millioner år gamle forsteninger. Hvis ørnebregner får lov at brede sig, kan de være vanskelige at få bugt med, fordi rodstænglerne er svære at komme til livs. Mange steder i verden er ørnebregner et besværligt ukrudt i plantager og på marker.  "
